Inst,STABBR,PublicPrivate,md_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
"<a href=""http://www.fortis.edu/foley.php"">Fortis College-Foley</a>",AL,14064,20800,30200,36800
"<a href=""http://www.mtcbr.com"">Medical Training College</a>",LA,15732,21700,36900,51600
"<a href=""http://www.ptcc.edu/"">Professional Training Centers</a>",FL,23079,24800,41000,57500
"<a href=""http://uconn.edu/"">University of Connecticut-Tri-Campus</a>",CT,8846,53900,74800,101800
"<a href=""http://uconn.edu/"">University of Connecticut-Avery Point</a>",CT,10141,53900,74800,101800
"<a href=""http://uconn.edu/"">University of Connecticut-Stamford</a>",CT,8438,53900,74800,101800
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Saint Rose</a>",LA,21530,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Richmond</a>",VA,23919,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Lathrop</a>",CA,21678,38400,56000,77000
"<a href=""http://www.amt.edu"">Academy of Massage Therapy</a>",NJ,21062,26700,42000,65000
"<a href=""http://www.starcareeracademy.com/syosset.php"">Star Career Academy-Syosset</a>",NY,24693,31700,43600,59900
"<a href=""http://midwesttech.edu"">Midwest Technical Institute-Springfield</a>",IL,20125,32700,50000,66000
"<a href=""http://icdccollege.edu"">ICDC College</a>",CA,23870,20800,35900,54800
"<a href=""http://www.dni.edu"">Dallas Nursing Institute</a>",TX,23705,19700,34500,50700
"<a href=""http://chestercareercollege.edu/"">Richmond School of Health and Technology</a>",VA,15639,31300,45400,59300
"<a href=""http://www.milaninstitute.edu"">Milan Institute-San Antonio Ingram</a>",TX,17268,16100,26900,38200
"<a href=""http://www.westwood.edu"">Westwood College-Anaheim</a>",CA,21207,35000,53500,74200
"<a href=""http://www.rudaes.com"">Rudae's School of Beauty Culture-Ft Wayne</a>",IN,11327,13600,23300,34700
"<a href=""http://www.intercoast.edu"">InterCoast Colleges-Burbank</a>",CA,24104,23300,38400,54000
"<a href=""http://www.carrington.edu"">Carrington College California-San Jose</a>",CA,21270,29700,43600,55800
"<a href=""http://www.stevenshenager.edu"">Stevens-Henager College-Murray</a>",UT,27751,31700,48200,69900
"<a href=""http://www.brooklinecollege.edu"">Brookline College-Tucson</a>",AZ,21596,22300,33200,44000
"<a href=""http://www.everest.edu/campus/jonesboro"">Everest Institute-Jonesboro</a>",GA,22602,24800,38900,52400
"<a href=""http://www.mccann.edu"">McCann School of Business & Technology</a>",PA,18969,27800,38100,51100
"<a href=""http://www.carrington.edu"">Carrington College California-Pleasant Hill</a>",CA,20672,29700,43600,55800
"<a href=""http://www.ridley.edu"">Ridley-Lowell Business & Technical Institute-Poughkeepsie</a>",NY,19035,26800,43800,56900
"<a href=""http://www.steinered.com/"">Florida College of Natural Health-Maitland</a>",FL,19435,24300,39600,55900
"<a href=""http://www.steinered.com/"">Florida College of Natural Health-Bradenton</a>",FL,18131,24300,39600,55900
"<a href=""http://www.estudiabelleza.com"">Modern Hairstyling Institute-Carolina</a>",PR,5379,13200,20900,31400
"<a href=""http://www.phoenix.edu"">University of Phoenix-Southern Colorado Campus</a>",CO,17959,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-West Michigan Campus</a>",MI,18966,53400,79600,110100
"<a href=""http://www.stratford.edu"">Stratford University</a>",VA,25221,36800,58900,85900
"<a href=""http://www.uti.edu/"">Universal Technical Institute of California Inc</a>",CA,19689,43400,59800,78900
"<a href=""http://www.aiuniv.edu/Atlanta"">American InterContinental University-Atlanta</a>",GA,18144,43000,70300,102100
"<a href=""http://www.aiuniv.edu/South-Florida"">American InterContinental University-South Florida</a>",FL,18095,43000,70300,102100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Philadelphia Campus</a>",PA,17675,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Pittsburgh Campus</a>",PA,18772,53400,79600,110100
"<a href=""http://www.everest.edu/campus/chesapeake"">Everest College-Chesapeake</a>",VA,20209,23000,32600,44800
"<a href=""http://www.everest.edu/campus/houston_greenspoint"">Everest Institute-Greenspoint</a>",TX,21358,23700,34700,47500
"<a href=""http://www.aviationmaintenance.edu"">Aviation Institute of Maintenance-Indianapolis</a>",IN,25384,39700,56800,71300
"<a href=""http://www.branfordhall.edu"">Branford Hall Career Institute-Springfield Campus</a>",MA,26089,29700,42000,57000
"<a href=""http://www.remingtoncollege.edu/little-rock-arkansas-technical-colleges"">Remington College-Little Rock Campus</a>",AR,25527,26200,39400,58400
"<a href=""http://www.everest.edu/campus/jacksonville"">Everest University-Jacksonville</a>",FL,24294,25300,37700,53700
"<a href=""http://www.lincolnedu.com"">Lincoln Technical Institute-Hamden</a>",CT,18207,39400,56300,72200
"<a href=""http://www.argosy.edu/seattle"">Argosy University-Seattle</a>",WA,21662,38200,56100,75000
"<a href=""http://www.carrington.edu"">Carrington College-Spokane</a>",WA,24304,29100,39000,50100
"<a href=""http://www.tsb.edu/friendswood-tx/"">Texas School of Business-Friendswood</a>",TX,22595,23100,34100,44200
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Wilmington</a>",MA,24281,38400,56000,77000
"<a href=""http://www.pierce.ctc.edu/"">Pierce College at Puyallup</a>",WA,9381,34200,50100,69100
"<a href=""http://www.phoenix.edu"">University of Phoenix-St Louis Campus</a>",MO,20161,53400,79600,110100
"<a href=""http://www.jwu.edu"">Johnson & Wales University-Denver</a>",CO,24423,35100,51400,68100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Cleveland Campus</a>",OH,19980,53400,79600,110100
"<a href=""http://www.dbcollege.com/content/huntingdon-county-campus"">Du Bois Business College-Huntingdon</a>",PA,13982,24200,33600,45000
"<a href=""http://www.dbcollege.com/content/oil-city-campus"">Du Bois Business College-Oil City</a>",PA,13284,24200,33600,45000
"<a href=""http://www.cbd.edu"">CBD College</a>",CA,16958,18800,33800,47200
"<a href=""http://www.lincolntech.com"">Lincoln Technical Institute-Fern Park</a>",FL,19436,25700,33400,41600
"<a href=""http://www.atsinstitute.edu/"">ATS Institute of Technology</a>",OH,36461,32800,50500,66700
"<a href=""http://www.bennettcareerinstitute.org"">Bennett Career Institute</a>",DC,6959,19200,36600,56100
"<a href=""http://www.cfi.edu"">Central Florida Institute</a>",FL,9910,26500,38600,51700
"<a href=""http://www.communitycarecollege.edu"">Community Care College</a>",OK,16646,24100,31500,41300
"<a href=""http://www.marinello.com"">Marinello Schools of Beauty-Topeka</a>",KS,12812,18800,29200,41600
"<a href=""http://e1b.org/adulted"">Erie 1 BOCES</a>",NY,6347,34800,47500,60300
"<a href=""http://itcmiami.edu"">International Training Careers</a>",FL,18461,16800,25000,34000
"<a href=""http://fortis.edu"">Fortis College-Orange Park</a>",FL,18674,23500,32200,40200
"<a href=""http://www.bryancollege.edu"">Bryan College-Gold River</a>",CA,13360,43300,62500,90700
"<a href=""http://www.southeasternschoolofcosmetology.com"">Southeastern School of Cosmetology</a>",AL,5452,16400,24600,34800
"<a href=""http://www.utmi.com"">Universal Therapeutic Massage Institute</a>",NM,18805,21200,32500,49100
"<a href=""http://www.aviation.edu/AIM-Atlanta/default.aspx"">Aviation Institute of Maintenance-Atlanta</a>",GA,22351,43200,60500,78500
"<a href=""http://nationalbeautycollege.com"">National Beauty College</a>",TX,11880,15800,25600,34300
"<a href=""http://www.empire.edu"">Empire Beauty School-Kennesaw</a>",GA,14369,17700,29400,41400
"<a href=""http://www.anthem.edu"">Anthem Career College-Nashville</a>",TN,24468,29500,42900,59200
"<a href=""http://https://www.anthem.edu"">Anthem College-Irving</a>",TX,21787,27700,38900,52400
"<a href=""http://www.westwood.edu"">Westwood College-River Oaks</a>",IL,25019,32200,48500,66500
"<a href=""http://www.careerta.edu"">Career Training Academy-Pittsburgh</a>",PA,12154,23400,36000,53600
"<a href=""http://www.remingtoncollege.edu/baton-rouge-career-college"">Remington College-Baton Rouge Campus</a>",LA,22396,22500,35200,50900
"<a href=""http://www.everest.edu/campus/ontario_metro"">Everest College-Ontario Metro</a>",CA,23070,23000,36900,53300
"<a href=""http://www.kaplancollege.com/beaumont-tx/"">Kaplan College-Beaumont</a>",TX,21772,20400,31400,45900
"<a href=""http://www.kaplancollege.com/laredo-tx/"">Kaplan College-Laredo</a>",TX,19423,20400,31400,45900
"<a href=""http://www.aiw.aii.edu"">The Art Institute of Washington</a>",VA,25261,31600,48000,67200
"<a href=""http://www.everest.edu/campus/dearborn"">Everest Institute-Dearborn</a>",MI,25387,21200,33200,45300
"<a href=""http://www.asun.edu"">Arkansas State University-Newport</a>",AR,4232,32700,47100,67100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Boston Campus</a>",MA,20584,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Dallas Campus</a>",TX,19344,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Houston Campus</a>",TX,19191,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Milwaukee Campus</a>",WI,19874,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Idaho Campus</a>",ID,19219,53400,79600,110100
"<a href=""http://www.westwood.edu"">Westwood College-Inland Empire</a>",CA,22329,35000,53500,74200
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Levittown</a>",PA,21078,38400,56000,77000
"<a href=""http://www.atenascollege.edu"">Atenas College</a>",PR,7634,15900,20700,26500
"<a href=""http://ocmboces.org"">Onondaga Cortland Madison BOCES</a>",NY,8703,34000,45000,54000
"<a href=""http://www.national.edu/locations/new-mexico/rio-rancho"">National American University-Albuquerque West</a>",NM,18999,37800,57800,82600
"<a href=""http://www.national.edu/locations/minnesota/brooklyn-center"">National American University-Brooklyn Center</a>",MN,15709,37800,57800,82600
"<a href=""http://ict.edu/pasadena-colleges-in-pasadena-tx/"">Interactive Learning Systems-Pasadena</a>",TX,9682,22900,36200,52700
"<a href=""http://www.milaninstitute.edu"">Milan Institute-Amarillo</a>",TX,19507,21300,31400,43800
"<a href=""http://www.vatterott.edu"">Vatterott College-Dividend</a>",TN,16649,28700,44700,61500
"<a href=""http://www.vatterott.edu"">Vatterott College-Tulsa</a>",OK,17610,28700,44700,61500
"<a href=""http://www.vatterott.edu"">Vatterott College-Wichita</a>",KS,19223,28700,44700,61500
"<a href=""http://www.starcareeracademy.com"">Star Career Academy-Newark</a>",NJ,17819,31700,43600,59900
"<a href=""http://www.iadt.edu"">International Academy of Design and Technology-Orlando</a>",FL,15174,27800,41900,56000
"<a href=""http://www.lincolntech.com"">Lincoln Technical Institute-Lowell</a>",MA,15316,31200,45700,62300
"<a href=""http://www.texasbarbercolleges.com"">Texas Barber Colleges and Hairstyling Schools</a>",TX,8995,16200,30600,45900
"<a href=""http://www.everest.edu/campus/houston_hobby"">Everest Institute-Hobby</a>",TX,20445,23700,34700,47500
"<a href=""http://miller-motte.edu"">Miller-Motte Technical College-North Charleston</a>",SC,20361,22800,36400,52900
"<a href=""http://americancareercollege.edu/"">American Career College-Anaheim</a>",CA,25913,29800,43300,59200
"<a href=""http://www.wyotech.edu/campus/blairsville"">Wyo Tech-Blairsville</a>",PA,31340,41500,58800,77700
"<a href=""http://www.nwcollege.edu"">Northwest College-Hillsboro</a>",OR,11207,17200,28900,38200
"<a href=""http://radioschool.com"">American Broadcasting School-Arlington</a>",TX,11003,26000,35900,47600
"<a href=""http://www.miamijacobs.edu"">Miami-Jacobs Career College-Sharonville</a>",OH,23368,23900,34900,49900
"<a href=""http://www.vc.edu"">Virginia College-Jackson</a>",MS,12570,26400,40400,58300
"<a href=""http://vc.edu"">Virginia College-Austin</a>",TX,18177,26400,40400,58300
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Springfield</a>",VA,23378,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Chantilly</a>",VA,22570,38400,56000,77000
"<a href=""http://www.aicaoc.artinstitutes.edu"">The Art Institute of California-Argosy University Orange County</a>",CA,25338,38200,56100,75000
"<a href=""http://www.lincolntech.com"">Lincoln Technical Institute-Northeast Philadelphia</a>",PA,18497,36200,53200,74800
"<a href=""http://www.lincolntech.com"">Lincoln Technical Institute-Center City Philadelphia</a>",PA,17748,36200,53200,74800
"<a href=""http://www.lincolntech.com"">Lincoln Technical Institute-Paramus</a>",NJ,22251,36200,53200,74800
"<a href=""http://pmi.edu"">Pima Medical Institute-Colorado Springs</a>",CO,18091,27600,39100,53300
"<a href=""http://www.phoenix.edu"">University of Phoenix-Kansas City Campus</a>",MO,19212,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Atlanta Campus</a>",GA,17569,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Chicago Campus</a>",IL,19115,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Nashville Campus</a>",TN,18192,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Northern Virginia Campus</a>",VA,19967,53400,79600,110100
"<a href=""http://www.argosy.edu/dallas/"">Argosy University-Dallas</a>",TX,21090,38200,56100,75000
"<a href=""http://www.chefs.edu/orlando/"">Le Cordon Bleu College of Culinary Arts-Orlando</a>",FL,16796,27800,41900,56000
"<a href=""http://costamesa.paulmitchell.edu"">Paul Mitchell the School-Costa Mesa</a>",CA,17717,16900,33400,51800
"<a href=""http://www.weldingschool.com"">Tulsa Welding School-Jacksonville</a>",FL,24608,36000,55800,80300
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Canton</a>",MI,23278,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Plymouth Meeting</a>",PA,23122,38400,56000,77000
"<a href=""http://www.wvjc.edu"">West Virginia Junior College-Bridgeport</a>",WV,12203,18600,29600,44600
"<a href=""http://www.vatterott.edu"">Vatterott College-Cleveland</a>",OH,18109,28700,44700,61500
"<a href=""http://www.ict.edu"">Interactive College of Technology-Gainesville</a>",GA,12667,22700,35200,50800
"<a href=""http://sjvc.edu"">San Joaquin Valley College-Ontario</a>",CA,18599,26900,42100,61500
"<a href=""http://www.anthem.edu"">Anthem Institute-Cherry Hill</a>",NJ,25348,45400,65100,87800
"<a href=""http://www.msbcollege.edu/"">Minnesota School of Business-Plymouth</a>",MN,23788,35700,50100,67900
"<a href=""http://www.carrington.edu"">Carrington College-Albuquerque</a>",NM,25575,26200,37600,52500
"<a href=""http://www.uticorp.com"">NASCAR Technical Institute</a>",NC,21294,43400,59800,78900
"<a href=""http://www.everest.edu/campus/tigard"">Everest Institute-Tigard</a>",OR,22872,26100,40800,56800
"<a href=""http://www.potomac.edu/"">University of the Potomac-VA Campus</a>",VA,14562,65400,91900,113000
"<a href=""http://www.anthem.edu"">Anthem Institute-Las Vegas</a>",NV,22397,27700,38900,52400
"<a href=""http://www.milaninstitute.edu"">Milan Institute-Palm Desert</a>",CA,16741,21300,31400,43800
"<a href=""http://www.national.edu/locations/kansas/overland-park"">National American University-Overland Park</a>",KS,18330,37800,57800,82600
"<a href=""http://www.everest.edu/campus/austin"">Everest Institute-Austin</a>",TX,23751,21200,33200,45300
"<a href=""http://www.everest.edu/campus/burr_ridge"">Everest College-Burr Ridge</a>",IL,25232,23000,33700,43500
"<a href=""http://www.Fortis.edu"">Medvance Institute-West Palm</a>",FL,19646,23200,34600,46200
"<a href=""http://www.everest.edu/campus/dallas"">Everest College-Dallas</a>",TX,25489,24900,36000,47500
"<a href=""http://www.salterschool.com"">The Salter School-Malden Campus</a>",MA,27763,28200,40300,55600
"<a href=""http://www.intercoast.edu"">InterCoast Colleges-Riverside</a>",CA,23418,23300,38400,54000
"<a href=""http://www.triangle-tech.edu"">Triangle Tech Inc-Sunbury</a>",PA,19150,35800,51200,71100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Charlotte Campus</a>",NC,17975,53400,79600,110100
"<a href=""http://www.ccmt.edu"">Connecticut Center for Massage Therapy-Groton</a>",CT,34146,27300,48900,71600
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Duluth</a>",GA,22988,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Hilliard</a>",OH,21784,38400,56000,77000
"<a href=""http://www.phoenix.edu"">University of Phoenix-Indianapolis Campus</a>",IN,18704,53400,79600,110100
"<a href=""http://www.intercoast.edu"">InterCoast Colleges-West Covina</a>",CA,21392,23300,38400,54000
"<a href=""http://www.chefs.edu/atlanta"">Le Cordon Bleu College of Culinary Arts-Atlanta</a>",GA,15249,28900,42100,57500
"<a href=""http://beonair.com"">Colorado Media School</a>",CO,17035,27700,40100,57000
"<a href=""http://rhodeisland.paulmitchell.edu/"">Paul Mitchell the School-Rhode Island</a>",RI,19363,16900,33400,51800
"<a href=""http://www.miller-motte.edu"">Miller-Motte Technical College-Chattanooga</a>",TN,20780,22800,36400,52900
"<a href=""http://www.milaninstitute.edu"">Milan Institute-Sparks</a>",NV,19944,23400,36000,54700
"<a href=""http://www.empire.edu"">Empire Beauty School-Framingham</a>",MA,15284,25600,40600,56800
"<a href=""http://www.westwood.edu"">Westwood College-Chicago Loop</a>",IL,24780,32200,48500,66500
"<a href=""http://ict.edu/north-houston-college/"">Interactive Learning Systems-North Houston</a>",TX,8255,22900,36200,52700
"<a href=""http://www.anthem.edu"">Anthem College-Fenton</a>",MO,23652,21500,30800,39700
"<a href=""http://www.everest.edu/campus/norcross"">Everest Institute-Norcross</a>",GA,21206,26700,36600,48900
"<a href=""http://www.strayer.edu/tennessee/thousand-oaks"">Strayer University-Tennessee</a>",TN,29716,51700,78200,106500
"<a href=""http://www.strayer.edu/pennsylvania/lower-bucks-county"">Strayer University-Pennsylvania</a>",PA,24418,51700,78200,106500
"<a href=""http://www.kaplancollege.com/brownsville-tx/"">Kaplan College-Brownsville</a>",TX,20684,23400,33400,47000
"<a href=""http://www.kaplancollege.com/corpus-christi-tx/"">Kaplan College-Corpus Christi</a>",TX,23648,23600,33200,44700
"<a href=""http://www.api.edu"">School of Health</a>",GA,17940,15000,22600,29400
"<a href=""http://www.everest.edu/campus/arlington_mid_cities_"">Everest College-Arlington</a>",TX,22554,23400,34500,46700
"<a href=""http://www.phoenix.edu"">University of Phoenix-Columbus Georgia Campus</a>",GA,18390,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Memphis Campus</a>",TN,18206,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Little Rock Campus</a>",AR,17945,53400,79600,110100
"<a href=""http://www.everest.edu/campus/tacoma"">Everest College-Tacoma</a>",WA,20747,29700,40200,50400
"<a href=""http://www.nuc.edu"">National University College-Rio Grande</a>",PR,9159,16700,24800,35700
"<a href=""http://www.creativeimages.edu"">Creative Images Institute of Cosmetology-South Dayton</a>",OH,10715,16600,32200,45900
"<a href=""http://fortis.edu"">Fortis Institute-Jacksonville</a>",FL,22130,23500,32200,40200
"<a href=""http://www.brooklinecollege.edu"">Brookline College-Albuquerque</a>",NM,23955,22300,33200,44000
"<a href=""http://www.coloradotech.edu/CTU-Online"">Colorado Technical University-Online</a>",CO,17256,44100,71400,101900
"<a href=""http://www.baker.edu"">Baker College of Allen Park</a>",MI,13095,26500,42100,60500
"<a href=""http://harrisschool.edu"">Harris School of Business-Dover Campus</a>",DE,24649,22800,35300,47800
"<a href=""http://www.everest.edu/campus/detroit"">Everest Institute-Detroit</a>",MI,21011,21200,33200,45300
"<a href=""http://www.daymarinstitute.edu/colleges/murfreesboro-tennessee"">Daymar Institute-Murfreesboro</a>",TN,24892,22500,33900,46400
"<a href=""http://www.empire.edu"">Empire Beauty School-Owings Mills</a>",MD,14446,20400,32700,50000
"<a href=""http://www.empire.edu"">Empire Beauty School-West Mifflin</a>",PA,14212,17400,30600,41500
"<a href=""http://www.artinstitutes.edu/tucson"">The Art Institute of Tucson</a>",AZ,25114,25200,39500,53800
"<a href=""http://www.centuracollege.edu"">Centura College-Columbia</a>",SC,22739,20600,30300,42500
"<a href=""http://www.aiuniv.edu"">American InterContinental University-Online</a>",IL,17314,43000,70300,102100
"<a href=""http://www.westwood.edu"">Westwood College-Atlanta Midtown</a>",GA,21777,29800,46400,64900
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Eden Prairie</a>",MN,21872,38400,56000,77000
"<a href=""http://www.vc.edu"">Virginia College-Mobile</a>",AL,18981,26400,40400,58300
"<a href=""http://www.chefs.edu/las-vegas"">Le Cordon Bleu College of Culinary Arts-Las Vegas</a>",NV,16210,32900,48500,67100
"<a href=""http://www.iadtdetroit.com"">International Academy of Design and Technology-Troy</a>",MI,17208,25200,40700,56700
"<a href=""http://www.houston.aiuniv.edu"">American InterContinental University-Houston</a>",TX,19528,43000,70300,102100
"<a href=""http://www.everest.edu/campus/ft_worth"">Everest College-Fort Worth</a>",TX,21011,23900,37200,50500
"<a href=""http://www.remingtoncollege.edu/north-houston-texas-colleges"">Remington College-North Houston Campus</a>",TX,22777,27200,39300,56900
"<a href=""http://orlando.paulmitchell.edu/"">Paul Mitchell the School-Orlando</a>",FL,16834,16900,33400,51800
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Maplewood</a>",MN,20312,19600,31000,42700
"<a href=""http://pmi.edu"">Pima Medical Institute-Las Vegas</a>",NV,20436,27600,39100,53300
"<a href=""http://www.remingtoncollege.edu/nashville-tennessee-career-colleges-overview"">Remington College-Nashville Campus</a>",TN,26739,26200,39400,58400
"<a href=""http://www.plattcolleges.edu"">Platt College-North OKC</a>",OK,21793,20600,31600,44700
"<a href=""http://www.phoenix.edu"">University of Phoenix-Jersey City Campus</a>",NJ,17872,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Minneapolis St Paul Campus</a>",MN,20332,53400,79600,110100
"<a href=""http://www.kaplancollege.com/fort-worth-tx/"">Kaplan College-Fort Worth</a>",TX,20847,23600,33200,44700
"<a href=""http://www.kaplancollege.com/lubbock-tx/"">Kaplan College-Lubbock</a>",TX,22290,20400,31400,45900
"<a href=""http://www.north-westcollege.edu"">North-West College-Riverside</a>",CA,19935,21700,32900,43000
"<a href=""http://www.everest.edu/campus/chelsea"">Everest Institute-Chelsea</a>",MA,23013,26100,36300,48200
"<a href=""http://www.everest.edu/campus/eagan"">Everest Institute-Eagan</a>",MN,21965,25200,40200,58400
"<a href=""http://www.phoenix.edu/"">University of Phoenix-Louisville Campus</a>",KY,18271,53400,79600,110100
"<a href=""http://www.everest.edu/campus/orange_park"">Everest University-Orange Park</a>",FL,22520,26200,39900,55400
"<a href=""http://www.everest.edu/campus/houston_bissonnet"">Everest Institute-Bissonnet</a>",TX,22420,28600,40200,48600
"<a href=""http://www.everest.edu/campus/tysons_corner"">Everest College-McLean</a>",VA,23976,24700,38700,53300
"<a href=""http://www.empire.edu"">Empire Beauty School-St Paul</a>",MN,11593,23300,35900,44200
"<a href=""http://www.arthursbeautycollege.com"">Arthur's Beauty School Inc-Conway</a>",AR,9047,15400,26000,34500
"<a href=""http://www.vatterott.edu"">Vatterott College-St Charles</a>",MO,18418,28700,44700,61500
"<a href=""http://www.anthem.edu"">Anthem Institute-North Brunswick</a>",NJ,24463,49200,71600,98300
"<a href=""http://www.anthem.edu"">Anthem Career College-Memphis</a>",TN,24646,27700,38900,52400
"<a href=""http://www.anthem.edu"">Anthem College-Kansas City</a>",MO,26897,29500,42900,59200
"<a href=""http://www.spatech.edu"">Spa Tech Institute-Ipswich</a>",MA,22913,22300,31400,50900
"<a href=""http://www.spatech.edu"">Spa Tech Institute-Westboro</a>",MA,18136,22300,31400,50900
"<a href=""http://www.spatech.edu"">Spa Tech Institute-Plymouth</a>",MA,14290,22300,31400,50900
"<a href=""http://www.milaninstitute.edu"">Milan Institute of Cosmetology-San Antonio Walzem</a>",TX,16495,18900,29500,43800
"<a href=""http://www.jwu.edu/"">Johnson & Wales University-Charlotte</a>",NC,23355,35100,51400,68100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Central Valley Campus</a>",CA,19034,53400,79600,110100
"<a href=""http://www.lecoleculinaire.com"">L'Ecole Culinaire-St Louis</a>",MO,18617,34200,47800,61900
"<a href=""http://www.fortis.edu"">Fortis Institute-Miami</a>",FL,9691,23200,34600,46200
"<a href=""http://www.everest.edu/campus/north_aurora"">Everest College-North Aurora</a>",IL,22570,27500,39300,49100
"<a href=""http://www.uti.edu/"">Universal Technical Institute of Pennsylvania Inc</a>",PA,19943,40200,58600,80300
"<a href=""http://heritage-education.com"">Heritage College-Kansas City</a>",MO,19493,24200,36800,49900
"<a href=""http://www.pivotpoint.edu"">Pivot Point Academy-Chicago</a>",IL,12710,22000,38000,53500
"<a href=""http://www.lincolnedu.com"">Lincoln Technical Institute-Shelton</a>",CT,17966,39400,56300,72200
"<a href=""http://www.msbcollege.edu/"">Minnesota School of Business-Waite Park</a>",MN,21049,35700,50100,67900
"<a href=""http://www.msbcollege.edu/"">Minnesota School of Business-Shakopee</a>",MN,20069,35700,50100,67900
"<a href=""http://www.artinstitutes.edu/cincinnati"">The Art Institute of Ohio-Cincinnati</a>",OH,27025,34900,50500,69200
"<a href=""http://www.stevenshenager.edu/"">Stevens-Henager College-Logan</a>",UT,22372,31700,48200,69900
"<a href=""http://www.phoenix.edu"">University of Phoenix-Des Moines Campus</a>",IA,19021,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-San Antonio Campus</a>",TX,20228,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Austin Campus</a>",TX,19745,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Richmond-Virginia Beach Campus</a>",VA,18165,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Raleigh Campus</a>",NC,18923,53400,79600,110100
"<a href=""http://www.iadtvegas.com"">International Academy of Design and Technology-Henderson</a>",NV,15437,27800,41900,56000
"<a href=""http://www.iadt.edu/seattle"">International Academy of Design and Technology-Seattle</a>",WA,17374,27800,41900,56000
"<a href=""http://www.chefs.edu/miami"">Le Cordon Bleu College of Culinary Arts-Miami</a>",FL,16227,26000,38300,50900
"<a href=""http://www.chefs.edu/minneapolis-st-paul"">Le Cordon Bleu College of Culinary Arts-Minneapolis</a>",MN,16598,28900,42100,57500
"<a href=""http://www.anthem.edu"">Anthem College-Portland</a>",OR,22911,21500,30800,39700
"<a href=""http://www.careertc.edu"">Career Technical College-Shreveport</a>",LA,18038,19200,30000,41800
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Kansas City</a>",MO,23325,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Kennesaw</a>",GA,22574,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Owings Mills</a>",MD,23133,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Warrensville Heights</a>",OH,22924,38400,56000,77000
"<a href=""http://www.deltatechnicalcollege.com"">Delta Technical College</a>",MS,20826,32700,50000,66000
"<a href=""http://www.kaplancollege.com/bakersfield-ca/"">Kaplan College-Bakersfield</a>",CA,22739,26900,43100,55800
"<a href=""http://www.kaplancollege.com/fresno-ca/"">Kaplan College-Fresno</a>",CA,23863,20700,30900,41800
"<a href=""http://www.empire.edu"">Empire Beauty School-Avondale</a>",AZ,11998,18100,29800,40400
"<a href=""http://www.empire.edu"">Empire Beauty School-North Tucson</a>",AZ,11349,16400,29900,43000
"<a href=""http://www.everest.edu/campus/gahanna"">Everest Institute-Gahanna</a>",OH,24885,24800,38900,52400
"<a href=""http://www.everest.edu/campus/merrionette_park"">Everest College-Merrionette Park</a>",IL,23495,30000,42700,59300
"<a href=""http://www.everest.edu/campus/st_louis"">Everest College-Earth City</a>",MO,24363,29700,40200,50400
